LIN,CODIGO,RAMO,NOM_ART,TAM,PRES,UNIDAD,CCJ_CON,CCJ_SIN,CU_CON,CU_SIN,PREV_CON,PREV_SIN,FECH_AN,FECH_AC,IVA,GAN,EXIS,UBICA,STK,PROV,SI
ABA,7501031310098,REFRESCO,PEPSI 3 LT DESCH,3L,6,PET,77.00,66.38,12.83,11.06,15.00,12.93,23/11/2010,23/11/2010,16,16.9,-35,,0,PEPSI,
FAR,0,,LOSEC 10 MG,,14,PZA,0.00,52.90,0.00,3.78,0.00,5.00,15/05/2009,27/06/2009,0,32.3,0,,0,GARIS,
,86141000277,,TE PASTORA 25 GR BOLDO,,1,PZA,0.00,9.70,0.00,9.70,0.00,12.50,,03/03/2005,0,28.9,-3,,0,GARIS,
DES,7502208805225,,PLATO UNICL PAST PH6 LISO,N 6,20,PTE,121.20,104.48,6.06,5.22,7.50,6.47,06/04/2011,06/04/2011,16,23.8,5,,0,GEMSA,
ABA,7501036617796,HIGIENICO,LOVLY HIG C/4 500H,500 H,12,PQT,198.50,171.12,16.54,14.26,20.00,17.24,10/03/2011,10/03/2011,16,20.9,-83,,0,GARIS,
PER,7501059315037,VARIOS,GEL ALBERTO VO5 200 GS L DURAC,200 GS,12,PZA,120.00,104.35,10.00,8.70,13.00,11.30,12/08/2009,12/08/2009,16,30.0,-43,,0,GARIS,
DUL,7501011158320,SABRITAS,CHEETOS 27 G FLAMIN,30 G,1,PQT,0.00,2.94,0.00,2.94,0.00,4.00,02/08/2009,02/08/2009,0,36.1,-542,,1,SABRI,
ABA,7501052487540,BEBIDA,ENERPLEX C-CH 600 ML MANDAR,650 ML,24,BOTELLA,150.00,130.43,6.25,5.43,7.80,6.78,04/12/2009,04/12/2009,16,24.8,-19,,0,GARIS,
PAN,7501000139699,WONDER,INTEGRAL WONDER 680 G AJONJOL,680 G,1,PQT,0.00,19.70,0.00,19.70,0.00,24.00,04/04/2009,04/04/2009,0,21.8,-1,,0,WONDE,
DUL,74323078848,RICOLINO,ALMENDRAS CONFITADAS,100G,8,BOLSA,0.00,420.00,0.00,52.50,0.00,70.00,09/12/2010,09/12/2010,0,33.3,10,,0,CASER,
DUL,7501030494072,BIMBO,BIMBO MULTIGRANO 42 G LINAZA,42 G,1,PQT,0.00,2.50,0.00,2.50,0.00,4.00,19/07/2008,19/07/2008,0,60.0,-118,,0,BIMBO,
PER,7501078231158,CABELLO,KOLESTON NO 73 RUBIO/AVELL,50 GS,1,CAJA,38.00,32.76,38.00,32.76,49.00,42.24,18/02/2011,18/02/2011,16,28.9,-14,,0,GARIS,S
DUL,7501000367481,BARCEL,BARCEL HOT NUTS 50 G MULTIN,50 G,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,26/03/2009,26/03/2009,0,19.0,-307,,0,BARCE,
ABA,7501067224307,,ALUPAK 24 M X 23.5,23.5,24,PZA,630.00,543.10,26.25,22.63,33.00,28.45,16/03/2011,16/03/2011,16,25.7,10,,0,GARIS,
,7501011142381,,CHICHARRON DE CERDO 900 G SAB,900,1,PZA,0.00,11.67,0.00,11.67,0.00,18.00,19/07/2008,19/07/2008,0,54.2,-1,,0,SABRI,
,7501011116368,,FRITOS 180 G SAB,180 G,1,PTE,0.00,8.70,0.00,8.70,0.00,10.50,23/11/2005,23/11/2005,0,20.7,-17,,0,,
ABA,7501002669187,,TANG AZUC 25 GS NJA,25 G,8,PZA,21.50,18.53,2.69,2.32,3.50,3.02,19/03/2011,19/03/2011,16,30.2,-637,,0,GARIS,
ABA,7501002600081,,TANG AZUC 25 G LIM,25 G,8,PZA,21.50,18.53,2.69,2.32,3.50,3.02,19/03/2011,19/03/2011,16,30.2,-215,,0,GARIS,
DUL,7501000166923,BARCEL,TAKIS BARCEL 62 G S/BRAVA,62G,1,BOLSA,2.40,3.36,2.40,3.36,3.00,5.00,26/05/2009,26/05/2009,0,48.8,-134,,0,BARCE,
DUL,7501011103184,SABRITAS,PAPAS 40 G (SABRITAS) MEX,40 G,1,BOLSA,0.00,5.00,0.00,5.00,0.00,6.00,22/01/2010,22/01/2010,0,20.0,-590,,0,SABRI,
ABA,7501943434745,,SUAVELASTIC MAX CHICO 8/14,,8,PTE,274.50,236.64,34.31,29.58,41.00,35.35,16/02/2011,16/02/2011,16,19.5,14,,0,GARIS,
VIN,674545000018,TEQUILA,DON JULIO BLANCO 750 ML,750 ML,1,BOTELLA,0.00,318.00,0.00,318.00,0.00,380.00,16/04/2010,16/04/2010,0,19.5,-2,,0,GALLO,
SEM,7501111109017,ARROZ,ARROZ PRIMA 1 K,1 K,10,PQT,0.00,99.50,0.00,9.95,0.00,12.00,23/03/2011,23/03/2011,0,20.6,-44,,0,GARIS,
ABA,75000622,,CLORALEX 2 L CONCENT,2 L,8,BOTELLA,93.00,80.87,11.63,10.11,14.50,12.61,27/11/2007,27/11/2007,16,24.7,-14,,0,GARIS,
VIN,75024253,CIGARROS,MARLBORO FLIP TOP WIDES,20,10,PZA,351.50,303.02,35.15,30.30,39.00,33.62,21/12/2010,21/12/2010,16,11.0,-7,YX,2,GARIS,
MER,0,,PLAYERA VIANEY 8-10,8-10,1,PZA,16.00,13.91,16.00,13.91,20.00,17.39,05/08/2006,21/03/2009,16,25.0,0,,0,D F,
MER,0,,CHAQUIRA 1 K,,10,K,11.99,10.34,1.20,1.03,2.00,1.29,13/01/2010,13/01/2010,16,66.7,0,,0,MARBE,
ABA,7501002669286,,TANG AZUC 25 G JAMICA,25 G,8,PZA,21.50,18.53,2.69,2.32,3.50,3.02,19/03/2011,19/03/2011,16,30.2,-321,,0,GARIS,
ABA,7501177010579,HIGIENICO,XTRA SOFT HIGIE C/4,4,24,PQT,83.90,72.96,3.50,3.04,4.20,3.65,,23/06/2005,16,20.1,-28,,0,ZORRO,
JAR,0,CUBETAS,CUBETA CULAPZA N.10,10,1,PZA,19.00,16.38,19.00,16.38,24.00,20.69,07/02/2011,07/02/2011,16,26.3,-1,,0,GARIS,
FER,0,,PISTOLA P/SILICON GDE,GDE,1,PZA,28.70,24.96,28.70,24.96,40.00,34.78,08/11/2009,08/11/2009,16,39.4,0,,0,MARBE,
,0,,CORTA CORRIENTE MINI,,1,PZA,15.72,13.67,15.72,13.67,22.00,19.13,,02/06/2005,16,39.9,0,,0,EL 45,
JAR,0,,REGADERA DE PLASTICO,,1,PZA,4.30,3.74,4.30,3.74,6.00,5.22,12/08/2009,12/08/2009,16,39.5,0,,0,GARIS,
FER,0,,LADRON IUSA CON/CLAVIJA (145),,1,PZA,6.95,5.99,6.95,5.99,9.50,8.19,10/03/2010,10/03/2010,16,36.7,0,,0,EL 45,
,0,,SOQUET P/DOS FOCOS IUSA,,1,PZA,8.22,7.15,8.22,7.15,11.50,10.00,,02/06/2005,16,39.9,0,,0,,
FER,0,,SOQUET C/LLABE IUSA,,1,PZA,8.93,7.77,8.93,7.77,12.50,10.87,,02/06/2005,16,40.0,0,,0,EL 45,
VIN,744607588805,OTROS,NEW MIX 350 ML TORON-SANGRI,350 ML,24,BOTE,218.00,187.93,9.08,7.83,11.50,9.91,06/04/2011,06/04/2011,16,26.6,0,,0,GARIS,
VIN,744607340809,OTROS,NEW MIX 350 ML DZNOS,350 ML,24,BOTE,218.00,187.93,9.08,7.83,11.50,9.91,12/03/2011,12/03/2011,16,26.6,32,,0,GARIS,
ABA,0,,TRIDENT WH GREEN 5 PZ 8.5 GR,,18,PZA,30.13,47.70,0.75,2.65,1.15,4.00,26/08/2010,26/08/2010,0,50.9,0,,0,GARIS,
JAR,0,,COLADERA TERRONES N 16,,1,PZA,8.00,6.96,8.00,6.96,10.00,8.70,08/05/2006,10/09/2009,16,25.0,0,,0,GARIS,
,0,,COLADERA TERRONES N 6,,1,PZA,3.03,2.61,3.03,2.61,4.00,3.45,09/03/2011,11/04/2011,16,32.0,0,,0,GARIS,
DUL,7501059209381,DULCERIA,LARIN NESTLE ALMEN,26 G,10,PZA,0.00,44.20,0.00,4.42,0.00,5.80,25/01/2011,25/01/2011,0,31.2,-29,,0,GARIS,
DUL,7501059209398,DULCERIA,LARIN 26 G NUEZ,26 G,10,PZA,0.00,44.20,0.00,4.42,0.00,5.80,25/01/2011,25/01/2011,0,31.2,-94,,0,GARIS,
ABA,7501002600425,,CLIGHT 9 G P/COLADA,9 G,1,PZA,3.00,2.61,3.00,2.61,4.00,3.48,29/08/2007,29/08/2007,16,33.3,-286,,0,TANG,
ABA,7501002600227,,CLIGHT 9 G TAMARINDO,9 G,120,PZA,350.00,304.35,2.92,2.54,4.00,3.48,19/10/2005,19/10/2005,16,37.1,-80,,0,GARIS,
ABA,7501002600166,,CLIGHT 9 G F/JAMAICA,9 G,120,PZA,328.00,285.22,2.73,2.38,4.00,3.48,11/09/2006,11/09/2006,16,46.3,-188,,0,GARIS,
ABA,7501002699801,,CLIGHT 9 G GUANABANA,9 G,120,PZA,350.00,304.35,2.92,2.54,4.00,3.47,19/10/2005,19/10/2005,16,37.0,-57,,0,GARIS,
ABA,7501002600678,,CLIGHT 9 G F/MANZANA,9 G,120,PZA,350.00,304.35,2.92,2.54,4.00,3.48,19/10/2005,19/10/2005,16,37.1,-8,,0,GARIS,
,0,,CUERDA ACERO P/GUITARRA NO 1,,12,PZA,52.00,44.83,4.33,3.74,6.50,5.60,08/03/2010,08/03/2010,16,50.0,0,,0,MARBE,
,0,,CUERDA ACERO P/GUITARRA NO 5,NO 5,12,PZA,149.52,128.90,12.46,10.74,17.00,14.65,07/03/2010,07/03/2010,16,36.4,0,,0,MARBE,
,0,,CUERDA NAYLO P/GUITARRA NO 3,N 3,12,PZA,105.00,90.52,8.75,7.54,12.50,10.78,08/03/2010,08/03/2010,16,42.9,0,,0,MARBE,
,0,,CUERDA NAYLO P/GUITARRA NO 4,N 4,12,PZA,114.50,98.71,9.54,8.23,14.60,12.59,08/03/2010,08/03/2010,16,53.0,0,,0,MARBE,
,0,,CUERDA NAYLO P/GUITARRA NO 5,N 5,12,PZA,130.00,112.07,10.83,9.34,16.00,13.79,08/03/2010,08/03/2010,16,47.7,0,,0,MARBE,
,0,,CUERDA NAYLO P/GUOTARRA NO 6,N 6,12,PZA,140.00,120.69,11.67,10.06,17.00,14.65,08/03/2010,08/03/2010,16,45.7,0,,0,MARBE,
,7501059236158,,CARLOS V 23 GR SUIZO C/U,23 G,16,PTE,0.00,49.60,0.00,3.10,0.00,4.00,16/02/2011,16/02/2011,0,29.0,-394,,0,GARIS,
VIN,744607848800,OTROS,NEW MIX 350 ML TORON-ROSA,350 ML,24,BOTE,218.00,187.93,9.08,7.83,11.50,9.91,18/12/2010,18/12/2010,16,26.6,9,,0,GARIS,
ABA,7501067280143,,ALUPAK 7.5 MTS,7X30,24,PTE,230.00,198.28,9.58,8.26,12.00,10.34,22/02/2011,22/02/2011,16,25.2,-91,,0,GARIS,
ABA,7501032902032,,BAYGON 250 ML VERDE,250 ML,1,PZA,23.50,20.26,23.50,20.26,29.40,25.34,15/07/2010,15/07/2010,16,25.1,14,,0,GARIS,
VIN,7501005600781,TEQUILA,SAUZA HACIENDA 940 ML,1 L,1,PZA,144.00,125.22,144.00,125.22,173.52,150.89,19/12/2009,19/12/2009,16,20.5,20,,76,GALLO,
ABA,7501001117290,DETERGENTE,ACE 1 KG DETERGEN,1 K,18,PZA,382.00,329.31,21.22,18.30,25.50,21.98,18/12/2010,18/12/2010,16,20.2,-5,,0,GARIS,
ABA,7501002667305,,CLIGHT 9 G LIMON CRIS,9 G,1,PZA,3.00,2.61,3.00,2.61,4.00,3.48,29/08/2007,29/08/2007,16,33.3,-348,,0,TANG,
ABA,7501002600210,,CLIGHT 9 G HORCH,9 G,1,PZA,3.00,2.61,3.00,2.61,4.00,3.48,29/08/2007,29/08/2007,16,33.3,-248,,0,TANG,
FAR,7503000720150,,GASA LOURDES 100 PZ 10 X 10,10 X10,100,PZA,54.00,46.55,0.54,0.47,1.00,0.86,10/03/2011,10/03/2011,16,85.2,-32,,0,GARIS,
ABA,7501020510614,,YOGHURT 1 K LALA NATURAL,1 K,1,PZA,0.00,17.60,0.00,17.60,0.00,22.00,16/05/2006,16/05/2006,0,25.0,-9,,0,LALA,
MAT,7501024292370,PANADERIA,MARGARINA FLEX 1 K AZUL,1 K,10,PZA,0.00,211.00,0.00,21.10,0.00,27.00,30/10/2010,30/10/2010,0,28.0,1,,0,ALVAR,
ABA,7501431201064,,VASO TERM CONVERMEX 106,N 6,40,PP,190.50,164.22,4.76,4.11,6.00,5.17,12/11/2010,12/11/2010,16,26.0,24,,0,GEMSA,
ABA,7501071902086,,CLOROX 930 ML R/COLOR,950 ML,15,PZA,219.50,189.22,14.63,12.61,18.00,15.52,07/04/2011,07/04/2011,16,23.0,-79,,0,GARIS,
ABA,7590002026830,LIMPIADOR,MAESTRO LIMPIO 500 ML PINO,500 ML,24,BOTELLA,183.00,159.13,7.63,6.63,9.20,8.00,21/01/2009,21/01/2009,16,20.7,0,,0,GARIS,
ABA,605388674388,ANIMALES,SPORTMAN BULTO 25 K. AZUL,24 K,1,BTO,219.94,189.60,219.94,189.60,250.00,215.52,04/01/2011,20/01/2011,16,13.7,6,,0,SAMS,
,0,,CLIGHT 500 ML ROSA,,0,,0.00,0.00,0.00,0.00,0.00,0.00,,,0,0.0,0,,0,,
ABA,19836110074,REFRESCO,BOING TRIANGULO 250 ML PIÑ,250 ML,24,TETRA,56.00,48.70,2.33,2.03,3.00,2.61,20/01/2009,20/01/2009,16,28.6,-139,,0,,
ABA,7501019006319,TOALLA IN,SABA INV.U.D.C/A 12 PZ,12,16,PQT,310.00,269.57,19.38,16.85,24.00,20.87,21/11/2007,21/11/2007,16,23.9,7,,0,GARIS,
FER,7501032923013,AUTOS,TEMPO 473 ML ELIM/OLOR,473,1,PZA,34.00,29.57,34.00,29.57,42.00,36.52,,21/07/2005,16,23.5,0,,0,,
PAP,7501035100114,,MASKIN 18-56 M,,1,PZA,12.00,10.34,12.00,10.34,17.50,15.08,27/03/2011,28/03/2011,16,45.8,4,,0,MATIA,
,0,,MASKIN 36 X 50,18 X 50,1,PZA,23.00,20.00,23.00,20.00,28.00,24.35,10/08/2009,10/08/2009,16,21.7,25,,0,D F,
PAP,0,,DIUREX JANEL 12X65 MT,18X33,1,PZA,6.00,5.17,6.00,5.17,8.50,7.33,28/03/2011,28/03/2011,16,41.7,25,,0,D F,
PAP,0,,MASKIN 18 X 10,10X18,1,PZA,3.20,2.76,3.20,2.76,4.80,4.14,29/07/2010,29/07/2010,16,50.0,0,,0,D F,
,0,,BROCHE BACO PTE C/50 P,,50,PTE,20.00,17.24,0.40,0.34,1.00,0.86,24/09/2010,24/09/2010,16,150.0,0,,0,D F,
,0,,BROCHE C/50 PZA,,50,PZA,15.00,13.04,0.30,0.26,0.50,0.43,,22/07/2005,16,66.7,0,,0,D F,
PAP,0,,CLIPS Y CHINCHES COLOR IMPOR,,1,PE,7.00,6.03,7.00,6.03,9.50,8.19,08/02/2011,08/02/2011,16,35.7,0,,0,D F,
PAP,0,,CHINCHE IMPORTADA-ORO,,1,PZA,5.00,4.35,5.00,4.35,7.50,6.52,30/10/2008,26/07/2009,16,50.0,0,,0,D F,
PAP,0,,CHINCHE IMPORTADA-PLATA,,1,PZA,5.00,4.35,5.00,4.35,7.50,6.52,,26/07/2009,16,50.0,0,,0,D F,
PAP,0,,MARCADOR MARKANA DELGADO,D,100,PZA,180.00,155.17,1.80,1.55,3.00,2.59,27/03/2011,27/03/2011,16,66.7,0,,0,D F,
PAP,0,,SACAPUNTAS NORMAL PLAST,25 PZS,240,PZA,180.00,155.17,0.75,0.65,1.00,0.86,27/03/2011,27/03/2011,16,33.3,0,,0,D F,
PAP,0,,LUPA 60 MM CRISTAL,,6,PZA,36.00,31.03,6.00,5.17,9.00,7.76,17/06/2010,17/06/2010,16,50.0,0,,0,D F,
PER,7501078231103,CABELLO,KOLESTON NO 80 RUB/CLARO,50 GS,1,CAJA,38.00,32.76,38.00,32.76,49.00,42.24,18/02/2011,18/02/2011,16,28.9,-21,,0,GARIS,S
PER,7501078231202,CABELLO,KOLESTON NO 64 CAOBA COBR,50 GS,1,CAJA,38.00,32.76,38.00,32.76,49.00,42.24,18/02/2011,18/02/2011,16,28.9,-19,,0,GARIS,S
DUL,7501000171842,BARCEL,CHIPS 170 G DIABLA,170 G,1,BOLSA,0.00,18.20,0.00,18.20,0.00,22.00,27/05/2009,27/05/2009,0,20.9,-27,,0,BARCE,
LAC,7501032312091,YOGHURT,DANONE ACT BEBER 250 G CIR PASA*,250 G,1,PZA,0.00,6.30,0.00,6.30,0.00,8.00,31/08/2010,31/08/2010,0,27.0,-373,,0,DANON,
VIN,7501061603061,CERVEZA,CERVEZA TECATE VIDRIO 325 ML SIX,325 ML,4,SIX,160.00,137.93,40.00,34.48,52.00,44.83,30/03/2010,30/03/2010,16,30.0,-3,,0,MOCTE,
ABA,7501020510478,,YOGHURT 1 K LALA FRESA,1 K,1,PZA,0.00,17.60,0.00,17.60,0.00,22.00,16/05/2006,16/05/2006,0,25.0,-10,,0,LALA,
ABA,7501002600753,AGUA,CLIGHT 500 ML MANGO,500 ML,24,BOTELLA,126.00,109.57,5.25,4.57,6.50,5.65,,23/07/2005,16,23.8,-26,,0,GARIS,
,7501073831896,,PEÑAFIEL 600 ML MANDAR,600,24,PZA,125.00,108.70,5.21,4.53,6.50,5.65,28/12/2009,28/12/2009,16,24.8,-4,,0,PEÑAF,
DUL,7501130931866,HOLANDA,ROCKALETA HOLANDA,,1,PZA,0.00,6.40,0.00,6.40,0.00,8.00,,23/07/2005,0,25.0,-19,,0,,
,7501130931361,,MODISKO DOMINO,,1,,5.22,4.54,5.22,4.54,6.00,5.22,,23/07/2005,16,14.9,-25,,0,,
,7501130927999,,CHICLICK 120ML,,1,,5.20,4.52,5.20,4.52,6.50,5.65,,23/07/2005,16,25.0,-17,,0,,
FER,7501892874364,,CINCHO COHES N 4 F,,1,PTE,5.50,4.78,5.50,4.78,8.00,6.96,24/10/2009,24/10/2009,16,45.5,0,,0,EL 45,
FER,7501030838098,,RODILLO P/PINTOR 109,,1,PZA,21.40,18.45,21.40,18.45,30.00,25.86,29/03/2011,29/03/2011,16,40.2,-1,,0,MARCU,
ABA,5,AZUCAR,AZUCAR ESTANDAR 5 KG,5 K,10,PTE,0.00,515.00,0.00,51.50,0.00,60.00,22/02/2011,22/02/2011,0,16.5,-600,,0,GARIS,
FER,0,,REGULADOR P/GAS C/PICTEL 2-V,,1,PZA,145.00,125.00,145.00,125.00,195.00,168.10,24/10/2009,08/03/2010,16,34.5,0,,0,D F,
FER,0,,CHAPA PHIL BISAGRA 1 1/2   115,1 1/2,20,PZA,36.00,31.30,1.80,1.57,3.00,2.61,,26/07/2005,16,66.7,0,,0,,
,0,,CHAPA PHILL BISAGRA 1P 110,1,10,PZA,24.00,20.87,2.40,2.09,3.50,3.04,,26/07/2005,16,45.8,0,,0,MARCU,
PAN,7501000301836,WONDER,TORTILLAS WONDER 260 G,260 G,1,PQT,0.00,8.00,0.00,8.00,0.00,10.00,04/04/2009,04/04/2009,0,25.0,-46,,0,WONDE,
FER,0,,PASADOR P/DORADO NO 9,N 9,10,PZA,86.50,75.22,8.65,7.52,12.50,10.87,,27/07/2005,16,44.5,0,,0,CODDE,
FER,0,,ALDABON ATLAS NO 8,N 8,10,PZA,122.00,106.09,12.20,10.61,17.50,15.22,,27/07/2005,16,43.4,0,,0,CORD,
FER,0,,ALDABON ATLAS NO 6,N 6,10,PZA,76.60,66.61,7.66,6.66,11.00,9.57,27/07/2005,27/07/2005,16,43.6,0,,0,CORDE,
FER,0,,CONECTOR FIJO 1/2X1/2 151813,1/2,1,PZA,4.60,3.97,4.60,3.97,7.00,6.03,27/07/2005,10/04/2010,16,52.2,0,,0,DIPLO,
FER,0,,CODO EDO INSERCION 1/2,1/2,1,PZA,5.50,4.74,5.50,4.74,7.00,6.03,19/03/2010,19/03/2010,16,27.3,0,,0,DIPLO,
FER,0,,CINTA COHES TEFLON 1/2,,1,PZA,1.30,1.12,1.30,1.12,2.50,2.16,07/01/2011,07/01/2011,16,92.3,-1,,0,EL 45,
FER,0,,SOCKET IUSA PORC MINI CHICO,,1,PZA,7.50,6.47,7.50,6.47,11.00,9.48,07/08/2010,07/08/2010,16,46.7,0,,0,EL 45,
MER,0,,SEGURO DORADO C/U,,100,PZA,50.00,43.10,0.50,0.43,0.20,0.17,29/07/2010,29/07/2010,16,-60.0,0,,0,MARBE,
MER,0,,SERVILLETA DIAMANTE.60 X 60,,12,PZA,84.00,72.41,7.00,6.03,10.00,8.62,22/08/2009,13/01/2010,16,42.9,12,,0,MARBE,
MER,0,,PARCHES DE NUMEROS CHICO,,25,PZA,45.00,38.79,1.80,1.55,3.50,3.02,03/08/2010,03/08/2010,16,94.4,50,,0,MARBE,
MER,0,,PANTALETA JUVENIL ALGODON,,12,PZA,144.00,125.22,12.00,10.43,16.00,13.91,,16/01/2008,16,33.3,25,,0,ROGEL,
DUL,743235,RICKOLINO,BUBU LUBU 35 G,35 G,12,PZA,0.00,38.20,0.00,3.18,0.00,4.50,25/01/2011,25/01/2011,0,41.4,-15,,0,RICKO,
,0,,CARTA PODER 1/50 PZA,,50,PZA,12.34,10.64,0.25,0.21,0.50,0.43,24/05/2010,24/05/2010,16,102.6,0,,0,CUAHU,
PAP,0,,POLIZA DE CHEQUE M/C/50 H,,1,PZA,17.65,15.22,17.65,15.22,22.00,18.97,20/08/2010,20/08/2010,16,24.6,0,,0,CUAHU,
,0,,BLOCK TABULAR 4 COLUMNAS C/50,,50,H,23.27,20.23,0.47,0.40,1.00,0.87,,06/08/2005,16,114.9,0,,0,D F,
,0,,BLOCK TABULAR 3 COLUMNAS C/50,,50,H,23.27,20.23,0.47,0.40,1.00,0.87,,06/08/2005,16,114.9,0,,0,D F,
PAP,0,,MICA X PLIEGO,,100,PZA,630.00,543.10,6.30,5.43,9.00,7.76,31/08/2010,31/08/2010,16,42.9,0,,0,TONY,
PAP,0,,SOBRE T-C DE COLORES,,50,PZA,30.00,26.09,0.60,0.52,1.00,0.87,19/12/2008,10/08/2009,16,66.7,100,,0,D F,
PAP,0,PAPEL,CARTONCILLO NEGRO P,PL,100,PQT,190.00,163.79,1.90,1.64,2.80,2.41,29/07/2010,29/07/2010,16,47.4,25,,1,MESON,
PAP,0,,POSTIN BLOCK C/FLORECENTE,,5,PZA,25.00,21.55,5.00,4.31,7.00,6.03,17/06/2010,29/07/2010,16,40.0,0,,0,MATIA,
,0,,ESCALIMETRO,,1,PZA,10.00,8.70,10.00,8.70,15.00,13.04,28/07/2009,28/07/2009,16,50.0,0,,0,D F,
,0,,PALO LARGO 60 CM GRUE 1 K,60 CM,100,PZA,40.00,34.78,0.40,0.35,0.80,0.70,,07/11/2007,16,100.0,0,,0,D F,
PAP,0,PAPELERIA,PINTURA VINILICA 250 GR VARIAS,1,1,PZA,16.00,13.79,16.00,13.79,22.00,18.97,18/10/2010,18/10/2010,16,37.5,50,,1,D F,
PAP,0,PAPELERIA,PEGAMENTO MARCA LIBRE 500 M,500 ML,1,PZA,0.00,6.00,0.00,6.00,0.00,9.00,,11/08/2005,0,50.0,10,,1,D.F.,
PER,7501035911369,CREMA DEN,COLGATE 100 GR TOTAL,100 ML,1,PZA,24.50,21.12,24.50,21.12,30.00,25.86,10/03/2011,10/03/2011,16,22.4,-25,,0,GARIS,
DUL,7501056912604,DULCERIA,BUBBALOO 60/330 GR TUTTI FRUTTI,1,1,CAJA,0.00,20.00,0.00,20.00,0.00,26.00,29/05/2010,29/05/2010,0,30.0,9,,1,SAMS,
DUL,7501056912963,DULCERIA,BUBBALOO 60/330 G PLATANO,1,1,CAJA,23.00,20.00,23.00,20.00,28.75,26.00,29/05/2010,29/05/2010,0,30.0,9,,1,GARIS,
PAN,7501000301904,PANADERIA,TORTILLAS WONDER INTEGRALES,PZA,1,PZA,0.00,8.80,0.00,8.80,0.00,11.00,04/04/2009,04/04/2009,0,25.0,5,,1,WONDE,
SEM,7503000275032,ABARROTES,FRIJOL JOYA 1K FLOR JUNIO,KG,10,KG,0.00,126.00,0.00,12.60,0.00,15.50,08/03/2011,08/03/2011,0,23.0,-51,,1,GARIS,
TEL,7502012561003,TELEFONIA,TARJETA MOVI 100,PZA,1,PZA,0.00,94.00,0.00,94.00,0.00,100.00,26/04/2010,26/04/2010,0,6.4,49,,1,TELEF,
TEL,7503003644040,TELEFONIA,TARJETA AMIGO 300,1,1,PZA,0.00,285.00,0.00,285.00,0.00,300.00,17/03/2009,17/03/2009,0,5.3,20,,1,TELEF,
TEL,7503000033052,TELEFONIA,TARJETA AMIGO 200,1,1,PZA,0.00,190.00,0.00,190.00,0.00,200.00,17/03/2009,17/03/2009,0,5.3,48,,1,TELEF,
ABA,7501052410081,CAFE,LEGAL SOBRE 28 GS,28 G,60,PTE,0.00,198.00,0.00,3.30,0.00,4.00,09/04/2011,09/04/2011,0,21.2,-621,,1,GARIS,
ABA,7501011127869,ABARROTES,TOSTITOS CON SAL 100 G.,100 GR,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,,18/08/2005,0,19.0,75,,1,SABRI,
ABA,7501011127876,ABARROTES,TOSTITOS RANCHEROS 100 G,100 GR,1,PZA,0.00,4.20,0.00,4.20,0.00,5.00,,18/08/2005,0,19.0,75,,1,SABRI,
ABA,7501005111966,JUGOS,ADES 200 ML GUAYABA,200 MLÇ,40,CAJA,171.00,147.41,4.28,3.69,5.30,4.57,04/03/2011,04/03/2011,16,24.0,-140,,1,SAMS,
ABA,7501017004041,,VINAGRE BCO COST 500 ML,500 ML,1,PZA,5.40,4.66,5.40,4.66,7.00,6.03,24/01/2011,24/01/2011,16,29.6,-4,,0,GARIS,
,0,,REGLA 30 CM METALICA,30 CM,25,PZA,112.50,96.98,4.50,3.88,6.80,5.86,29/07/2010,29/07/2010,16,51.1,0,,0,D F,
ABA,7501059236165,,CARLOS V 23 GR SUIZO PQTE/C/16,23 G,1,PTE,0.00,49.60,0.00,49.60,0.00,59.00,25/03/2011,25/03/2011,0,19.0,15,,0,GARIS,
ABA,7501008068427,ABARROTES,CORN POPS 210 GR,230 G,1,PZA,0.00,24.70,0.00,24.70,0.00,30.00,09/03/2011,09/03/2011,0,21.5,0,,0,GARIS,
JAR,7501877587036,,PAÑOS SUAVE MULTIUSOS MAPA,,1,PZA,16.99,14.65,16.99,14.65,22.00,18.97,21/01/2010,21/01/2010,16,29.5,-6,,0,GARIS,
ABA,7501032915193,,PLEDGE 333 ML MADERAS,333 ML,1,PZA,35.50,30.87,35.50,30.87,44.50,38.70,11/11/2007,11/11/2007,16,25.4,4,,0,GARIS,
ABA,7501032915155,,PLEDGE 333 ML MADERA F/LIM.,378 ML,1,PZA,31.00,26.96,31.00,26.96,38.40,33.39,11/07/2008,11/07/2008,16,23.9,-16,,0,GARIS,
ABA,7501032925185,,RAID 162 G D/ACCION,,1,PZA,26.00,22.61,26.00,22.61,32.50,28.26,31/10/2006,31/10/2006,16,25.0,22,,0,GARIS,
ABA,7501032907495,,BAYGON 400 ML PODER MORTAL.,400,1,PZA,26.60,22.93,26.60,22.93,33.00,28.45,03/01/2011,03/01/2011,16,24.1,18,,0,GARIS,
ABA,7501017003037,,PURE TOM 12/800 GRS COSTEÑA,800 GR,12,PZA,0.00,155.50,0.00,12.96,0.00,16.00,30/03/2011,30/03/2011,0,23.5,-34,,0,GARIS,
ABA,7501008037676,,FROOT LOOPS 230 GS,230 G,1,PZA,0.00,19.00,0.00,19.00,0.00,24.00,09/03/2011,09/03/2011,0,26.3,-44,,0,GARIS,
MER,0,,PLAYERA M/LARGA 1/2/3 COLOR,,12,PZA,147.00,127.83,12.25,10.65,19.00,16.52,,01/02/2009,16,55.1,0,,0,D F,
